lemma,poscode,surface
Virgin Blue,3,Virgin Blue
Virgin Classics,3,Virgin Classics
Virgin Express,3,Virgin Express
VirusAlert,3,VirusAlert
Visserij,3,Visserij
Vitalicio,3,Vitalicio
Vitesse,3,Vitesse
Vito,3,Vito
Vitoria Guimaraes,3,Vitoria Guimaraes
Vitoria Setubal,3,Vitoria Setubal
Vitra,3,Vitra
Vivendi,3,Vivendi
Vivendi Universal,3,Vivendi Universal
Viventures II,3,Viventures II
VIZO,3,VIZO
V & L,3,V & L
V&L,3,V&L
Vlaams Blok,3,Vlaams Blok
Vlaams Bok-Aalst,3,Vlaams Bok-Aalst
Vlaamse Club,3,Vlaamse Club
Vlaamse Club voor Kunst,3,Vlaamse Club voor Kunst
Vlaamse Confederatie van de Bouw,3,Vlaamse Confederatie van de Bouw
Vlaams Economisch Verbond,3,Vlaams Economisch Verbond
Vlaamse Gemeenschap,3,Vlaamse Gemeenschap
Vlaamse Huisvestingsmaatschappij,3,Vlaamse Huisvestingsmaatschappij
Vlaamse Kamers van Handel en Nijverheid,3,Vlaamse Kamers van Handel en Nijverheid
Vlaamse Volksbeweging,3,Vlaamse Volksbeweging
Vlaams Huisartsensyndicaat,3,Vlaams Huisartsensyndicaat
Vlaams Katholiek Secundair Onderwijs,3,Vlaams Katholiek Secundair Onderwijs
Vlaams Komitee Brussel,3,Vlaams Komitee Brussel
Vlaams Minderhedencentrum,3,Vlaams Minderhedencentrum
Vlaams netwerk tegen financiële speculatie,3,Vlaams netwerk tegen financiële speculatie
Vlaams Parlement,3,Vlaams Parlement
Vlaams Radio Koor,3,Vlaams Radio Koor
Vlaams Radio Orkest,3,Vlaams Radio Orkest
Vlan,3,Vlan
VLD,3,VLD
VLD Kapellen,3,VLD Kapellen
VLM,3,VLM
VLM Airlines,3,VLM Airlines
Vluchtelingenorganisaties Nederland,3,Vluchtelingenorganisaties Nederland
VluchtelingenWerk,3,VluchtelingenWerk
Vluchtelingenwerk Nederland,3,Vluchtelingenwerk Nederland
VluchtelingenWerk Nederland,3,VluchtelingenWerk Nederland
VMC,3,VMC
VMH,3,VMH
VMO,3,VMO
VMV,3,VMV
VN,3,VN
VNG,3,VNG
VNO NCW,3,VNO NCW
VNO / NCW,3,VNO / NCW
VNO-NCW,3,VNO-NCW
VN-oorlogstribunaal,3,VN-oorlogstribunaal
VN-tribunaal,3,VN-tribunaal
VN-Tribunaal,3,VN-Tribunaal
VNU,3,VNU
VN-Veiligheidsraad,3,VN-Veiligheidsraad
VOC,3,VOC
Vodafone,3,Vodafone
Voedselagentschap,3,Voedselagentschap
Vogelbescherming,3,Vogelbescherming
Vogelbescherming Vlaanderen,3,Vogelbescherming Vlaanderen
VOKA,3,VOKA
Volewijckers,3,Volewijckers
Volker Wessels Stevin,3,Volker Wessels Stevin
Volksgezondheid,3,Volksgezondheid
Volksgezondheid,3,Volksgezondheid
Volkshuisvesting,3,Volkshuisvesting
Volkshuisvesting,3,Volkshuisvesting
Volkskrant,3,Volkskrant
Volkswagen,3,Volkswagen
Volkswagen Brussel,3,Volkswagen Brussel
Volvo,3,Volvo
VON,3,VON
Voorburg CC,3,Voorburg CC
Voorlichting Tweede Kamer,3,Voorlichting Tweede Kamer
Voort / Quintus,3,Voort / Quintus
Vooruitgangspartij,3,Vooruitgangspartij
Vopak,3,Vopak
VPRO,3,VPRO
VRA,3,VRA
V-raad,3,V-raad
V-Raad,3,V-Raad
Vranken Monopole,3,Vranken Monopole
Vredeseilanden,3,Vredeseilanden
Vredestein,3,Vredestein
Vreemdelingenbeleid en Integratie,3,Vreemdelingenbeleid en Integratie
Vreemdelingen- en Integratiebeleid,3,Vreemdelingen- en Integratiebeleid
Vreemdelingenzaken,3,Vreemdelingenzaken
Vreemdelingenzaken en Integratie,3,Vreemdelingenzaken en Integratie
Vrevok,3,Vrevok
Vrienden van het Hof,3,Vrienden van het Hof
Vrij Atjeh,3,Vrij Atjeh
Vrije Fuchsiavrienden,3,Vrije Fuchsiavrienden
Vrije Universiteit,3,Vrije Universiteit
Vrije Universiteit Brussel,3,Vrije Universiteit Brussel
Vrij Nederland,3,Vrij Nederland
VRO,3,VRO
VROM,3,VROM
Vrouwen Overlegcomité,3,Vrouwen Overlegcomité
VRT,3,VRT
VSB,3,VSB
VT4,3,VT4
VT5,3,VT5
VTM,3,VTM
VTM Big Band,3,VTM Big Band
VU,3,VU
VUB,3,VUB
VU & ID,3,VU & ID
VU & ID-fractie,3,VU & ID-fractie
VVBW,3,VVBW
VVC,3,VVC
VVD,3,VVD
VVKSO,3,VVKSO
VVMC,3,VVMC
VVOG,3,VVOG
VVV,3,VVV
VW,3,VW
V & W,3,V & W
V&W,3,V&W
VWS,3,VWS
VW Vorst,3,VW Vorst
V.Z.V.,3,V.Z.V.
Waals Parlement,3,Waals Parlement
Waardig Ouder Worden,3,Waardig Ouder Worden
WADA,3,WADA
Wagon-Lits,3,Wagon-Lits
Wagon-Lits België,3,Wagon-Lits België
Wall Street Journal,3,Wall Street Journal
Wal-Mart,3,Wal-Mart
Wanadoo,3,Wanadoo
Wanadoo Belgium,3,Wanadoo Belgium
Warner,3,Warner
Warner Bros.,3,Warner Bros.
Washington Post,3,Washington Post
Washington Wizards,3,Washington Wizards
Waspo Hannover,3,Waspo Hannover
Waterleau,3,Waterleau
Wealer / V & L,3,Wealer / V & L
Wealer / V&L,3,Wealer / V&L
Weekend Knack,3,Weekend Knack
Weekmedia,3,Weekmedia
Weert,3,Weert
Wegener,3,Wegener
Wegenwacht,3,Wegenwacht
Weismuller,3,Weismuller
Welvaartspartij,3,Welvaartspartij
Werder Bremen,3,Werder Bremen
Wereldbank,3,Wereldbank
Wereldhandelsorganisatie,3,Wereldhandelsorganisatie
Wereldhave,3,Wereldhave
Wereldomroep,3,Wereldomroep
Wessanen,3,Wessanen
West Bromwich Albion,3,West Bromwich Albion
Westerlo,3,Westerlo
West Ham,3,West Ham
West Ham United,3,West Ham United
Westlandia,3,Westlandia
Wetenschappelijke Raad voor het Regeringsbeleid,3,Wetenschappelijke Raad voor het Regeringsbeleid
Wetenschappelijk Platform Zeehonden Waddenzee,3,Wetenschappelijk Platform Zeehonden Waddenzee
Wetenschappen,3,Wetenschappen
WFP,3,WFP
WHC,3,WHC
WHO,3,WHO
Wienerberger,3,Wienerberger
Wiener Stddtische Insurance Group,3,Wiener Stddtische Insurance Group
Wijnegem Shopping,3,Wijnegem Shopping
Wilde Kokkels,3,Wilde Kokkels
Willem II,3,Willem II
William Morrison Supermarkets,3,William Morrison Supermarkets
Wisla Krakow,3,Wisla Krakow
WO,3,WO
Wolfsburg,3,Wolfsburg
Wolters Kluwer,3,Wolters Kluwer
Wolters Noordhoff,3,Wolters Noordhoff
Women's Quarterly,3,Women's Quarterly
Women's Wear Daily,3,Women's Wear Daily
Woonzorg Nederland,3,Woonzorg Nederland
WorldCom,3,WorldCom
World Conservation Union,3,World Conservation Union
World Food Program,3,World Food Program
World Islamic League,3,World Islamic League
World Soccer,3,World Soccer
World Trade Organisation,3,World Trade Organisation
WOW,3,WOW
Wrakingskamer,3,Wrakingskamer
WRR,3,WRR
WTA,3,WTA
WTO,3,WTO
WWF,3,WWF
Xanthi FC,3,Xanthi FC
Xerez,3,Xerez
Xerox,3,Xerox
XminY,3,XminY
XXIième Siècle,3,XXIième Siècle
Yakki Famirie,3,Yakki Famirie
Yankees,3,Yankees
Yediot Ahronoth,3,Yediot Ahronoth
Yokohama Marinos,3,Yokohama Marinos
Yorin,3,Yorin
Zalaegerszeg,3,Zalaegerszeg
Zalambessa,3,Zalambessa
Zamet Crotek Rijeka,3,Zamet Crotek Rijeka
Zap Mama,3,Zap Mama
ZDF,3,ZDF
Zeeman,3,Zeeman
Zeeuws-Vlaanderen,3,Zeeuws-Vlaanderen
Zeevaartschool,3,Zeevaartschool
Zeljeznicar,3,Zeljeznicar
Zending Gereformeerde Gemeenten,3,Zending Gereformeerde Gemeenten
Zenit Sint P.,3,Zenit Sint P.
Ziegler,3,Ziegler
Zizkov,3,Zizkov
ZMP,3,ZMP
ZN,3,ZN
Zoomers / Dynamo,3,Zoomers / Dynamo
Zorgverzekeraars Nederland,3,Zorgverzekeraars Nederland
ZORRA,3,ZORRA
Zusters,3,Zusters
Zwart Wit'28,3,Zwart Wit'28
Zwitsal,3,Zwitsal
ZWV-Nereus,3,ZWV-Nereus
ZZ Top,3,ZZ Top
